,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
375,KOR,GDP,TOT,USD_CAP,A,2007,29064.701966
376,KOR,GDP,TOT,USD_CAP,A,2008,29945.899216
377,KOR,GDP,TOT,USD_CAP,A,2009,29508.282758
378,KOR,GDP,TOT,USD_CAP,A,2010,31736.700156
379,KOR,GDP,TOT,USD_CAP,A,2011,32546.517725
380,KOR,GDP,TOT,USD_CAP,A,2012,33557.030447
381,KOR,GDP,TOT,USD_CAP,A,2013,34244.239492
382,KOR,GDP,TOT,USD_CAP,A,2014,35324.260296
383,KOR,GDP,TOT,USD_CAP,A,2015,37902.361018
384,KOR,GDP,TOT,USD_CAP,A,2016,39575.302078
385,KOR,GDP,TOT,USD_CAP,A,2017,40957.347064
386,KOR,GDP,TOT,USD_CAP,A,2018,43044.340145
387,KOR,GDP,TOT,USD_CAP,A,2019,43410.152957
388,KOR,GDP,TOT,USD_CAP,A,2020,44694.939796
389,KOR,GDP,TOT,USD_CAP,A,2021,47068.423631
390,KOR,GDP,TOT,USD_CAP,A,2022,50330.65223
391,MEX,GDP,TOT,USD_CAP,A,1970,1821.231807
392,MEX,GDP,TOT,USD_CAP,A,1971,1927.274057
393,MEX,GDP,TOT,USD_CAP,A,1972,2110.463843
394,MEX,GDP,TOT,USD_CAP,A,1973,2335.347894
395,MEX,GDP,TOT,USD_CAP,A,1974,2616.012156
396,MEX,GDP,TOT,USD_CAP,A,1975,2926.660122
397,MEX,GDP,TOT,USD_CAP,A,1976,3123.797478
398,MEX,GDP,TOT,USD_CAP,A,1977,3333.352316
399,MEX,GDP,TOT,USD_CAP,A,1978,3754.173258
400,MEX,GDP,TOT,USD_CAP,A,1979,4315.112329
401,MEX,GDP,TOT,USD_CAP,A,1980,4940.061065
402,MEX,GDP,TOT,USD_CAP,A,1981,5747.034732
403,MEX,GDP,TOT,USD_CAP,A,1982,5921.25591
404,MEX,GDP,TOT,USD_CAP,A,1983,5757.16342
405,MEX,GDP,TOT,USD_CAP,A,1984,6045.235413
406,MEX,GDP,TOT,USD_CAP,A,1985,6273.769365
407,MEX,GDP,TOT,USD_CAP,A,1986,6033.887794
408,MEX,GDP,TOT,USD_CAP,A,1987,6171.62267
409,MEX,GDP,TOT,USD_CAP,A,1988,6340.201974
410,MEX,GDP,TOT,USD_CAP,A,1989,6731.458394
411,MEX,GDP,TOT,USD_CAP,A,1990,7196.211257
412,MEX,GDP,TOT,USD_CAP,A,1991,7616.689733
413,MEX,GDP,TOT,USD_CAP,A,1992,7938.419674
414,MEX,GDP,TOT,USD_CAP,A,1993,8280.532735
415,MEX,GDP,TOT,USD_CAP,A,1994,8736.564824
416,MEX,GDP,TOT,USD_CAP,A,1995,8231.658739
417,MEX,GDP,TOT,USD_CAP,A,1996,8820.661494
418,MEX,GDP,TOT,USD_CAP,A,1997,9456.139259
419,MEX,GDP,TOT,USD_CAP,A,1998,9925.675065
420,MEX,GDP,TOT,USD_CAP,A,1999,10216.053137
421,MEX,GDP,TOT,USD_CAP,A,2000,10870.092123
422,MEX,GDP,TOT,USD_CAP,A,2001,10937.137897
423,MEX,GDP,TOT,USD_CAP,A,2002,10999.980338
424,MEX,GDP,TOT,USD_CAP,A,2003,11308.492366
425,MEX,GDP,TOT,USD_CAP,A,2004,11926.995989
426,MEX,GDP,TOT,USD_CAP,A,2005,12521.726831
427,MEX,GDP,TOT,USD_CAP,A,2006,13703.791516
428,MEX,GDP,TOT,USD_CAP,A,2007,14215.817736
429,MEX,GDP,TOT,USD_CAP,A,2008,14859.233988
430,MEX,GDP,TOT,USD_CAP,A,2009,14497.970039
